util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes
0.033248337999999995,54,0,0.28028661899999996,6000.0,3,0,1,0,2.0
0.617484124,80,0,0.24908424899999998,545.0,3,0,0,0,0.0
0.568440409,54,0,1333.0,,3,4,0,2,0.0
0.173564479,54,0,0.063351095,10133.0,11,0,0,0,1.0
0.989247312,59,0,0.033057851,1451.0,2,0,0,0,0.0
0.032591676,57,0,0.080573215,28470.0,12,0,1,0,2.0
0.806839772,46,0,0.342754299,7500.0,8,0,1,0,2.0
0.289110418,57,1,0.494043027,11666.0,17,0,2,1,2.0
0.08367783,46,0,1246.0,0.0,17,0,1,0,3.0
0.018658936,80,0,0.173016046,9160.0,8,0,1,0,0.0
0.994964466,62,0,0.351827154,3748.0,4,0,0,0,1.0
0.283254651,52,2,0.43160204799999996,4100.0,8,0,1,0,2.0
0.9923845790000001,30,1,0.301762694,3800.0,7,1,0,0,1.0
0.984002285,42,2,0.541595925,5300.0,9,0,3,1,2.0
0.36380068,52,1,4856.0,,17,0,5,0,1.0
0.143621409,75,0,0.1517067,8700.0,4,0,1,0,0.0
0.04117537,46,0,0.391725768,4229.0,6,0,1,0,0.0
0.0034249140000000003,53,0,0.09938723699999999,6690.0,3,0,1,0,0.0
0.044312033,77,0,0.126704236,5500.0,5,0,0,0,0.0
0.300599937,54,0,0.09461317300000001,8000.0,6,0,0,0,0.0
0.14239422300000001,41,0,0.575486715,8166.0,12,0,2,0,0.0
0.009216990999999999,66,0,1096.0,,6,0,1,0,1.0
0.064662026,60,0,0.258217723,8000.0,3,0,1,0,1.0
0.075258495,45,1,0.119345921,17000.0,6,0,2,0,4.0
0.30331856,63,0,0.7255310290000001,2400.0,7,0,1,0,0.0
0.09472376099999999,81,0,3289.0,,17,0,2,0,1.0
0.09118449,25,0,9.0,,3,0,0,0,
0.0,60,0,0.0,4200.0,3,0,0,0,0.0
0.9999998999999999,51,0,0.059607743,7800.0,3,1,0,0,2.0
0.0,66,0,0.0,,2,0,0,0,0.0
0.041191762,87,0,0.003747658,1600.0,11,0,0,0,0.0
0.13088997,54,0,0.426994376,4800.0,12,0,2,0,0.0
0.052785155,65,0,0.7380487170000001,7676.0,7,0,3,0,0.0
0.615076933,63,0,0.158820841,4375.0,6,0,1,0,0.0
0.13663726699999998,37,0,102.0,1.0,11,0,0,0,4.0
0.004509509,39,0,0.473305339,5000.0,5,0,1,0,0.0
0.00017654299999999998,49,0,0.2574994,4166.0,12,0,1,0,0.0
0.067965104,78,0,0.172905526,560.0,10,0,0,0,0.0
0.057669258,61,0,49.0,,2,0,0,0,
0.11681018300000001,66,0,0.19636043399999997,3406.0,19,0,0,0,0.0
0.171391198,49,0,0.495834722,3000.0,24,0,1,0,0.0
0.186615187,68,0,0.44632005399999997,2961.0,10,0,1,0,0.0
0.053271112999999995,84,0,51.0,,5,0,0,0,0.0
0.0,26,0,0.633373934,820.0,3,0,0,0,0.0
0.070328645,87,0,47.0,,2,0,0,0,0.0
0.5476310520000001,58,0,0.735575608,3656.0,15,0,1,0,2.0
0.457021719,57,1,0.831812773,2520.0,12,0,2,0,2.0
0.026332602000000004,73,0,0.00271581,10309.0,7,0,0,0,0.0
0.9999998999999999,43,0,0.010964205,3100.0,0,1,0,1,2.0
0.0,76,0,0.0,3141.0,4,0,0,0,0.0
0.9999998999999999,46,0,0.179078845,6404.0,2,0,2,0,0.0
0.056608122000000004,59,0,0.013312451000000001,7661.0,4,0,0,0,0.0
0.261885283,44,0,0.351565852,32633.0,10,0,3,0,3.0
0.313378163,57,0,2540.0,,11,0,1,0,0.0
0.159982798,39,0,0.035741065,4000.0,5,0,0,0,0.0
0.29434625,42,0,0.12246173099999999,3200.0,7,0,0,0,0.0
0.7850481509999999,62,0,4516.0,,8,0,2,0,
0.24480453,31,0,0.13929492699999999,2325.0,5,0,0,0,0.0
0.034593081,33,0,0.504766333,4300.0,7,0,1,0,0.0
0.383090595,50,0,0.416576316,8300.0,9,0,3,0,1.0
0.0414876,48,0,0.184191666,9766.0,6,0,2,0,2.0
0.183526589,24,0,0.002888247,4500.0,1,0,0,0,0.0
0.9999998999999999,29,0,0.082298463,4750.0,2,0,0,0,0.0
0.9999998999999999,26,0,170.0,,1,0,0,0,0.0
0.09889357800000001,38,0,0.025930851,3007.0,4,0,0,0,0.0
0.108985841,50,0,0.9444250670000001,8600.0,13,0,2,0,0.0
0.07964062599999999,59,0,0.19372384899999998,4779.0,14,0,1,0,0.0
0.63982428,60,0,2.886855241,600.0,8,0,0,0,0.0
0.194402358,57,0,5631.0,,9,0,3,0,0.0
0.019974627,50,0,0.072285673,6916.0,7,0,0,0,2.0
0.8991648870000001,67,2,0.35400873,13058.0,7,0,1,0,0.0
0.13675343199999998,46,0,0.303341902,3500.0,3,0,1,0,0.0
0.9999998999999999,58,6,3.9723093960000004,5416.0,12,0,9,1,0.0
0.9069504190000001,48,2,0.308111793,4400.0,7,0,0,0,0.0
0.031601773,62,0,1.31564916,3750.0,8,0,1,0,0.0
0.072315559,63,0,0.303058316,12980.0,17,0,1,0,2.0
0.0,63,0,0.014278915,2100.0,3,0,0,0,0.0
0.9999998999999999,84,0,0.0,,1,0,0,0,0.0
0.242703637,42,1,0.036493918,6000.0,11,0,0,0,0.0
0.891717058,34,1,3023.0,,7,0,2,0,2.0
0.025638504,65,0,0.004338804,5300.0,3,0,0,0,2.0
0.016772029,61,1,0.280860349,3207.0,7,0,1,0,0.0
0.0,41,2,0.0,4096.0,8,0,0,0,4.0
0.04075837,30,0,0.040816327,6614.0,4,0,0,0,0.0
0.007936613,49,0,0.124928629,8756.0,9,0,0,0,2.0
0.539597315,38,0,0.632760556,11580.0,18,0,4,0,3.0
0.019645876,59,1,0.354397635,8117.0,9,0,2,0,0.0
0.0,35,0,0.024092943999999998,10500.0,3,0,1,0,0.0
0.08056814,64,0,525.0,,3,0,1,0,0.0
0.37831666700000005,36,0,0.39561230000000003,11121.0,11,0,1,0,1.0
0.023285298,79,0,0.006989341,5722.0,12,0,0,0,0.0
0.0,76,0,0.454199012,7084.0,14,0,2,0,0.0
0.9999998999999999,46,0,0.0,,0,1,0,0,0.0
0.005576709,48,0,4953.0,,10,0,4,0,
0.566230473,35,0,0.42690815,3091.0,5,0,0,0,1.0
0.077080539,70,0,0.28367908,4000.0,9,0,2,0,1.0
0.033462205,42,0,0.256946248,7701.0,3,0,1,0,0.0
0.19277747,68,0,0.539525424,7374.0,10,0,2,0,0.0
0.532483858,46,1,0.7298340409999999,5181.0,10,0,2,0,4.0
0.618694245,57,0,1.229841897,5059.0,18,0,2,0,0.0
0.285915281,39,0,0.279606275,3250.0,5,0,0,0,0.0
0.0,58,0,0.208159275,11250.0,5,0,1,0,0.0
0.0,72,0,0.0,,3,0,0,0,
0.668625559,46,0,0.264083881,5626.0,6,0,1,0,1.0
0.012868049,55,0,0.515496901,5000.0,26,0,2,0,2.0
0.031528491,68,0,68.0,,9,0,0,0,1.0
0.687520833,64,0,0.289737388,5787.0,5,0,0,0,2.0
0.0033897859999999997,64,0,0.320981072,3750.0,20,0,2,0,0.0
0.9999998999999999,63,0,0.403797006,5477.0,4,1,1,0,0.0
0.11507970599999999,30,0,0.372156961,4000.0,23,0,2,0,0.0
0.006617941,51,0,0.001071237,5600.0,4,0,0,0,4.0
0.237225832,72,2,0.388469246,12973.0,13,0,1,0,1.0
0.286471353,56,0,85.0,,4,0,0,0,0.0
0.015557122,75,0,2207.0,,5,0,1,0,0.0
0.017505823,63,0,0.0058323609999999994,6000.0,5,0,0,0,0.0
0.9999998999999999,44,0,2105.0,,3,1,1,0,1.0
0.523940141,53,0,1.0887822440000001,3333.0,9,0,1,0,2.0
0.26199478600000004,81,0,0.38447555,5500.0,14,0,1,0,1.0
0.148216081,39,0,0.393969599,8025.0,12,0,3,0,2.0
0.031301206,34,0,0.28030176,5964.0,8,0,1,0,1.0
0.10844040099999999,48,0,1109.0,,7,0,0,0,
0.072795147,60,0,0.252821026,7000.0,3,0,1,0,0.0
0.054521955,41,0,0.426595567,6000.0,8,1,2,0,2.0
0.8743417109999999,62,0,0.407705438,4100.0,4,0,0,0,0.0
0.030384757000000002,53,0,0.008132726,6147.0,9,0,0,0,1.0
0.409198036,36,0,0.40876636299999997,10083.0,14,0,2,0,2.0
0.104388701,49,0,0.44926199299999997,1083.0,13,0,0,0,3.0
0.03359776,55,0,0.402572033,6142.0,6,0,1,0,0.0
0.005969751999999999,73,0,0.0037558690000000002,7454.0,13,0,0,0,1.0
0.29424966199999997,69,0,0.652449184,3000.0,13,0,1,0,0.0
0.227237413,40,0,0.434094318,6000.0,7,0,2,0,1.0
0.051198293,73,0,0.49792531100000004,2650.0,6,0,3,0,0.0
0.001775646,38,0,0.387280636,6666.0,4,0,2,0,0.0
0.053744044000000005,42,0,915.5,1.0,4,0,1,0,3.0
0.0074583240000000006,55,0,0.009090909,3299.0,12,0,0,0,0.0
0.0,33,1,0.40391741700000006,5666.0,5,0,2,0,2.0
0.5370872839999999,48,0,0.32118702600000004,7244.0,8,0,2,0,0.0
0.129388236,57,1,0.427202666,4800.0,10,0,1,0,3.0
0.170656892,49,0,0.37343776,6000.0,12,0,2,0,0.0
0.9999998999999999,38,0,53.0,,1,0,0,0,0.0
0.114908762,32,0,0.183150748,6480.0,5,0,1,0,2.0
0.471698113,53,0,13.0,,5,0,0,0,0.0
0.046315904000000005,78,0,1989.0,,10,0,2,0,0.0
0.569904625,38,0,0.475752425,10000.0,20,0,1,0,2.0
0.02040579,45,1,0.363798643,2800.0,8,0,1,0,0.0
0.051193022000000005,63,0,0.015746063,4000.0,11,0,0,0,0.0
0.03634118,80,0,3639.0,,8,0,4,0,0.0
0.0,25,0,0.000291036,3435.0,2,0,0,0,2.0
0.050377697,71,0,27.0,,5,0,0,0,0.0
0.052522440999999996,63,0,0.322721115,10333.0,11,0,1,0,0.0
0.226131852,64,0,0.964045376,5200.0,23,0,1,0,0.0
0.068867704,61,0,0.438532941,8833.0,17,0,1,0,0.0
0.036965372,67,0,2329.0,,22,0,2,0,0.0
0.20135972800000002,78,0,0.00679864,5000.0,6,0,0,0,0.0
0.11938366,53,0,0.26821036800000003,10666.0,18,0,1,0,4.0
0.20737588699999998,36,0,0.294333985,8700.0,14,0,1,0,3.0
0.9999998999999999,26,0,0.33866453399999996,2500.0,2,0,0,0,2.0
0.042919775,42,0,0.06566279900000001,4050.0,4,0,0,0,3.0
0.947131609,69,0,0.31344845600000004,1910.0,9,0,0,0,0.0
0.271470344,73,1,0.38762325700000005,2940.0,6,0,0,0,0.0
0.12300895199999999,46,0,1568.0,,8,0,2,0,0.0
0.019541698,67,0,4862.0,,9,0,3,0,0.0
0.15361461099999998,38,0,0.34655428899999996,6050.0,7,0,2,0,1.0
0.0,58,0,1.157770337,5076.0,13,0,4,0,0.0
0.9885008209999999,27,1,1.131991051,1787.0,11,0,0,0,0.0
0.10427578300000001,46,0,0.39851812600000003,3778.0,4,0,1,1,2.0
0.910831425,65,0,2360.0,,14,0,0,0,0.0
0.26098013,69,0,0.306030856,3564.0,6,0,1,0,0.0
0.25433036,58,0,0.230580037,19515.0,15,0,2,0,6.0
0.7382507159999999,54,0,0.691802342,3500.0,8,0,1,0,0.0
0.604631984,41,0,0.255564452,6244.0,7,0,0,0,0.0
0.0012773489999999999,51,0,0.263621011,11250.0,7,0,2,0,0.0
0.041455812,76,0,0.163260281,4060.0,6,0,1,0,0.0
0.501327836,73,0,0.5458968120000001,7810.0,18,0,1,0,0.0
0.0,77,0,4.0,,5,0,0,0,0.0
0.026872892000000002,60,0,0.779644071,5000.0,16,0,3,0,1.0
0.404446797,43,0,0.297646058,7051.0,5,0,1,0,2.0
0.697525817,50,0,0.35587673799999997,11000.0,7,0,1,0,2.0
0.18030642300000002,38,0,3386.0,,6,0,1,0,0.0
0.094437886,40,0,0.37698713100000003,6604.0,7,0,2,0,0.0
0.031742776,48,0,0.216819282,9500.0,5,0,1,0,2.0
0.122639625,38,0,0.283603296,3518.0,8,0,1,0,2.0
0.010361757,42,0,0.131855467,14750.0,9,0,1,0,2.0
0.383923115,39,0,0.35969097899999997,4400.0,10,0,1,0,3.0
0.013380163999999998,63,0,0.221930345,11800.0,11,0,1,0,0.0
0.759316949,54,2,0.740086638,3000.0,8,1,1,0,1.0
1.130492676,68,0,1719.0,,7,0,2,0,0.0
0.0,57,0,1782.0,,9,0,1,0,0.0
0.788918792,39,1,1979.0,,11,0,1,0,3.0
0.9326134770000001,32,0,0.01629837,10000.0,3,0,0,0,2.0
0.064092806,43,0,0.533558305,8000.0,11,0,3,0,3.0
0.17709734100000002,51,0,0.5745328120000001,2300.0,9,0,1,0,0.0
0.29117509399999997,47,0,354.0,,6,0,0,0,0.0
0.74284156,44,0,0.82090022,6353.0,5,0,2,0,0.0
0.048543248,58,0,1367.0,,5,0,1,0,0.0
0.616194195,76,0,0.612969847,2420.0,7,0,0,0,1.0
0.556481173,32,0,0.177564487,5000.0,9,0,0,0,0.0
0.08449852,54,0,229.0,,7,0,0,0,1.0
1.021535148,43,1,0.20781210100000003,3916.0,7,0,0,0,0.0
0.262701,50,0,0.224310276,2500.0,5,0,0,0,1.0
0.079339495,47,0,0.9586037540000001,5700.0,10,0,3,0,5.0
0.002058702,63,0,0.145737855,12000.0,7,0,1,0,0.0
0.9999998999999999,61,0,24.0,,0,1,0,0,0.0
0.29319438,60,0,209.0,,6,0,0,0,0.0
0.16028832699999998,63,0,0.151761518,10700.0,7,0,2,0,1.0
0.15500971800000002,45,0,0.219199338,9666.0,6,0,1,0,3.0
0.475748987,27,0,0.337743251,13000.0,13,0,5,0,0.0
1.285543608,30,3,0.15530423699999998,6277.0,9,0,0,1,1.0
0.047610676,59,0,0.274676783,12916.0,18,0,1,0,1.0
0.080528975,58,0,0.0030551309999999996,7200.0,4,0,0,0,1.0
0.7910931170000001,50,0,1.041355932,4424.0,13,0,2,0,0.0
0.005962511,75,0,0.135674765,4156.0,12,0,1,0,0.0
0.036591396,29,0,0.23500447600000002,2233.0,11,0,0,0,0.0
0.387871164,53,1,0.39229231,5500.0,17,0,0,0,0.0
0.98763223,40,0,0.467873895,9166.0,6,0,2,0,3.0
0.24143677100000002,66,0,0.724597446,1800.0,3,0,1,0,0.0
0.104146031,84,0,82.0,,6,0,0,0,
0.373885997,63,0,0.29460811600000003,5396.0,10,0,1,0,1.0
0.0,30,0,183.0,,4,0,0,0,0.0
0.003655411,82,0,7.0,,13,0,0,0,0.0
0.053670370999999994,70,0,49.0,,4,0,0,0,0.0
0.018622672,41,0,0.38661338700000003,1000.0,4,0,0,0,0.0
0.167334146,43,4,1.043043478,9199.0,11,0,3,0,2.0
0.0,56,0,0.49410118,5000.0,8,0,1,0,0.0
0.946634303,49,0,0.669900819,4637.0,7,0,1,0,0.0
0.040486446,52,0,0.27458588300000003,6700.0,14,0,2,0,2.0
0.245563652,69,0,3041.0,,13,0,1,0,0.0
2.523099713,33,0,0.20113558199999998,5811.0,8,0,0,0,0.0
0.422590322,56,0,1350.0,,5,0,1,0,0.0
0.0,71,0,0.114496548,4200.0,9,0,0,0,0.0
0.056884853,51,0,0.005499083,6000.0,3,0,0,0,0.0
0.21999505600000002,53,0,0.21382289399999999,8333.0,6,0,1,0,2.0
0.745771726,58,0,0.46671211100000004,4400.0,7,0,1,0,0.0
0.306947594,66,0,0.6085887560000001,6100.0,10,0,3,0,0.0
0.02159964,62,1,0.528539181,3100.0,5,0,1,0,0.0
0.9999998999999999,60,0,0.161901358,2797.0,4,0,0,0,0.0
1.195608782,36,0,0.712022367,2145.0,4,0,1,0,4.0
0.9999998999999999,23,0,25.0,1.0,2,0,0,0,0.0
0.122104034,76,0,358.0,,11,0,0,0,
0.19064725100000002,45,0,0.307210031,11483.0,13,0,2,0,0.0
0.0,91,0,0.0,,1,0,0,0,0.0
0.0,64,0,0.0,5668.0,4,0,0,0,0.0
0.204718113,29,1,0.309326815,5317.0,5,0,1,0,2.0
0.023166022999999997,68,0,0.0056132,5878.0,6,0,0,0,0.0
0.003942737,73,0,0.063752047,7936.0,8,0,0,0,0.0
0.440207972,30,0,0.12571857,4000.0,5,0,0,0,0.0
0.094965992,79,0,0.298528782,7000.0,7,0,2,0,1.0
0.07285367400000001,84,0,0.017301038,2600.0,4,0,0,0,1.0
0.5258032260000001,58,1,0.630099417,5833.0,12,0,2,0,0.0
0.125154994,43,0,0.419830973,8400.0,7,0,1,0,0.0
0.031462561,39,0,0.694757892,7000.0,8,0,1,0,0.0
0.08515574,43,0,0.5013885920000001,4680.0,15,0,1,0,2.0
0.319622097,51,0,2251.0,,5,0,1,0,0.0
0.10919106699999999,51,0,0.233353948,4850.0,10,0,1,0,0.0
0.105124836,55,0,0.29154021199999997,5271.0,5,0,2,0,1.0
0.054411835,75,0,2287.0,,12,0,1,0,0.0
0.037641746000000004,73,0,0.039131982,2810.0,7,0,0,0,0.0
0.437389219,60,0,0.487625619,6666.0,9,0,2,0,0.0
0.289354006,52,1,1.0221145109999998,3300.0,12,0,2,0,0.0
0.5111245529999999,51,0,0.511496656,4783.0,10,0,2,0,2.0
0.109048442,49,1,0.46237758799999995,8066.0,12,0,2,0,2.0
0.048796747,40,0,0.25396968600000003,11083.0,7,0,1,0,0.0
0.84530239,60,0,0.259058726,2400.0,5,1,0,0,0.0
0.005030045,75,0,2744.0,,15,0,3,0,0.0
0.620228061,53,1,0.232496697,9083.0,11,0,1,1,3.0
0.075175063,34,0,0.292933619,7004.0,5,0,1,0,2.0
0.0,27,0,0.356899074,2050.0,7,0,0,0,0.0
0.075816497,83,0,0.119076185,3333.0,5,0,0,0,0.0
0.37765252899999996,74,0,0.604504417,10300.0,9,0,2,0,0.0
0.342562683,42,0,0.225583184,3900.0,10,0,1,0,1.0
0.7010649390000001,58,0,0.42940941200000005,7500.0,6,0,0,0,0.0
0.5646827839999999,54,0,3537.0,,10,0,1,0,
0.045512985,82,1,0.749779477,3400.0,10,0,1,0,1.0
0.191093225,68,0,4262.0,,15,0,4,0,0.0
0.0,41,0,0.350817049,8750.0,12,0,2,0,1.0
0.9999998999999999,43,4,19.0,,3,0,0,0,0.0
0.269746689,48,0,2622.0,,12,0,1,0,0.0
0.069129524,53,0,984.0,,10,0,1,0,0.0
0.038124255,66,0,0.336951864,7000.0,9,0,2,0,0.0
0.353032767,38,0,0.084890464,6207.0,6,0,0,0,0.0
0.0,27,0,524.0,,3,0,0,0,
0.013165935,67,0,0.332218506,4484.0,7,0,2,0,0.0
0.67019415,36,0,0.441725862,3800.0,17,0,1,0,0.0
0.059165617999999996,68,0,0.19962910399999997,9166.0,8,0,2,0,0.0
0.26378555600000003,38,0,0.9282792470000001,7333.0,9,0,2,0,0.0
0.072613523,56,0,1158.0,,6,0,1,0,2.0
0.900832295,42,0,0.424652686,11300.0,5,0,1,0,3.0
0.083806847,59,0,0.046651116,3000.0,4,0,0,0,0.0
0.0,30,0,0.014043109,9185.0,2,0,0,1,1.0
0.602831048,67,0,11515.0,,18,0,11,0,3.0
0.518713921,72,0,0.311804009,22000.0,11,0,2,0,1.0
0.8024883359999999,28,2,0.784189005,2200.0,15,1,0,0,0.0
0.9999998999999999,53,0,0.069331668,3201.0,2,0,0,0,0.0
0.066831213,29,0,0.104779044,5000.0,6,0,0,0,0.0
0.21475141,56,0,0.295568144,3000.0,12,0,1,0,1.0
0.359067321,53,0,0.4165513,6500.0,9,0,1,0,0.0
0.015490671999999999,64,1,1034.0,,7,0,1,0,0.0
0.46512457799999996,53,0,1.2553556129999999,2333.0,8,0,1,0,2.0
0.015830176,52,0,0.450973513,5700.0,12,0,1,0,0.0
0.6209485,51,0,0.571685663,5000.0,14,0,2,0,0.0
0.033684619,78,0,46.0,,8,0,0,0,0.0
0.031499114,71,1,0.444311138,5000.0,13,0,2,0,0.0
0.201542637,43,0,0.099977278,4400.0,6,0,0,0,2.0
0.621553829,61,0,0.261819528,8100.0,6,0,1,0,0.0
0.150876703,39,0,1432.5,1.0,7,0,2,0,3.0
0.20010957399999998,60,1,0.540776896,4916.0,8,0,2,2,1.0
0.439423749,74,0,0.18867083,6725.0,7,0,0,0,2.0
0.024834619,72,0,0.003333016,10500.0,10,0,0,0,0.0
0.213308615,52,0,0.39824874299999996,6166.0,5,0,1,0,0.0
0.039302639,39,0,2688.0,0.0,4,0,2,0,3.0
0.309134543,67,0,0.287493422,5700.0,9,0,1,0,1.0
0.9999998999999999,61,0,0.0,6892.0,0,0,0,0,0.0
0.049770233,67,0,5773.0,,18,0,2,0,0.0
0.14179391800000002,47,0,1.477261369,2000.0,13,0,2,0,0.0
0.386522695,53,0,0.168904805,3350.0,2,0,0,0,1.0
0.8272670129999999,41,1,0.733641877,6265.0,9,0,0,0,2.0
0.045869448,53,0,0.12659367,20000.0,19,0,1,0,0.0
0.978455525,69,0,0.211961462,5500.0,3,0,0,0,0.0
0.055349725,53,0,0.25131907800000003,3600.0,6,0,1,0,2.0
0.166796823,61,0,0.02590981,10111.0,3,0,0,0,1.0
0.0,67,0,0.059382423,841.0,4,0,0,0,0.0
0.004453055,62,0,1.5387730609999999,6666.0,17,0,4,0,0.0
0.029098113,80,1,0.207511737,4259.0,12,0,1,0,0.0
0.066789383,43,0,0.324379369,18166.0,10,0,2,0,3.0
0.749477031,61,0,0.181227143,2460.0,6,1,0,0,0.0
0.053353566,45,0,0.159034715,10110.0,11,0,1,0,3.0
0.918720853,54,0,0.015357866999999999,3450.0,4,1,0,0,0.0
0.100603451,71,0,0.069405886,1800.0,8,0,0,0,0.0
0.670276071,31,0,0.691281563,2098.0,7,0,1,0,0.0
0.223530906,41,0,19378.0,,19,0,6,0,0.0
0.516042401,52,0,0.9993244379999999,5920.0,10,0,1,0,1.0
0.010254579,70,0,0.5,4889.0,6,0,1,0,0.0
0.928997937,49,4,0.406358238,8083.0,9,1,2,0,0.0
0.073169542,55,0,0.36256998100000004,3750.0,9,0,1,0,0.0
0.002142796,67,0,0.17355035600000002,4914.0,5,0,1,0,0.0
0.317778054,49,0,0.516717325,3289.0,9,1,1,0,2.0
0.138060162,65,1,100.0,,2,0,0,0,
0.643514198,34,2,4166.0,,8,0,2,0,0.0
0.062479901,51,2,0.329711353,15000.0,15,0,4,0,0.0
0.119223465,49,1,0.288392439,6400.0,8,0,1,0,3.0
0.0,61,0,0.192277725,11550.0,10,0,1,0,1.0
0.185934393,61,0,0.28087718100000003,14500.0,35,0,1,0,0.0
0.443457641,72,0,0.65785381,4500.0,8,0,1,0,0.0
0.786327894,62,0,2340.0,,4,0,2,0,0.0
0.030274923999999998,64,0,0.020195961000000002,5000.0,4,0,0,0,0.0
0.820720364,59,0,2.094594595,2515.0,15,0,3,0,0.0
0.026966367,37,0,0.08889292900000001,5500.0,9,0,0,0,1.0
0.79233759,26,0,0.046649389000000006,2700.0,2,0,0,0,2.0
0.43604265299999995,69,0,0.414636989,8580.0,7,0,2,0,0.0
0.917917235,71,0,0.287385663,4700.0,6,0,1,0,0.0
0.34551495,42,0,0.19272660100000003,5416.0,8,0,2,0,1.0
0.697170347,45,0,0.355449699,8816.0,8,0,2,0,0.0
0.010860671,52,0,0.52064027,5934.0,13,0,2,0,0.0
0.617712273,49,0,0.321415803,8390.0,10,0,1,0,4.0
0.011180802,44,0,0.269066504,9833.0,4,0,2,0,4.0
0.0007547010000000001,33,0,0.00041649300000000004,2400.0,6,0,0,0,0.0
0.80855412,36,0,1011.0,,2,0,0,0,0.0
0.000378364,59,0,0.11299548,25000.0,16,0,2,0,0.0
0.5935786239999999,55,0,0.770939791,4500.0,14,0,1,0,0.0
0.94450185,54,0,0.327649362,7916.0,4,1,1,2,0.0
0.026957934,58,0,0.25474583100000003,17330.0,25,0,1,0,0.0
0.9999998999999999,31,1,0.0,5416.0,1,0,0,0,0.0
0.803196803,45,0,0.36483858399999997,2570.0,4,0,0,0,0.0
0.000663848,67,0,0.22162620000000002,7083.0,3,0,1,0,0.0
1.478405316,53,1,106.0,,2,2,0,0,0.0
0.0,27,0,0.637326015,5100.0,12,0,4,0,1.0
0.0,81,0,0.0,5589.0,4,0,0,0,0.0
0.0,58,0,922.0,,3,0,1,0,0.0
0.016089446,75,0,0.379320194,3500.0,3,0,1,0,0.0
0.7063417679999999,35,0,0.011164806000000001,6000.0,1,0,0,0,0.0
0.575293077,53,0,0.428503405,21000.0,10,0,2,0,2.0
0.252299898,54,0,0.282550499,4108.0,10,0,2,0,0.0
0.0,46,0,0.63712096,3000.0,3,0,0,0,0.0
0.269932545,45,0,4092.0,,10,0,2,0,0.0
0.9999998999999999,62,0,7484.0,,9,0,3,0,0.0
0.355440981,50,0,5589.0,,6,0,1,0,0.0
0.0021050170000000003,27,0,0.143952016,3000.0,3,0,0,0,0.0
0.030458157000000003,73,0,0.403942294,7000.0,8,0,3,0,1.0
0.93521735,45,5,0.5486531060000001,5456.0,16,0,2,0,2.0
0.015073276000000002,59,0,0.268546291,15002.0,11,0,2,0,3.0
0.26895490699999997,55,1,0.076063517,5100.0,6,0,0,0,2.0
0.098514924,49,0,875.0,1.0,5,0,2,0,0.0
0.0,50,0,0.287443754,9333.0,13,0,2,0,2.0
0.024835724,46,0,5.820598007,300.0,6,0,1,0,1.0
0.31711697,47,0,0.321613064,6000.0,8,0,1,0,3.0
0.9999998999999999,28,98,0.0,1664.0,0,98,0,98,0.0
0.012874948999999998,54,0,0.6637345060000001,2500.0,13,0,2,0,0.0
0.111825212,67,0,0.52851129,5225.0,14,0,1,0,1.0
0.209801634,46,0,0.025235405,5309.0,3,0,0,0,3.0
0.072325532,68,0,0.294170583,10000.0,9,0,3,0,0.0
0.197131005,42,0,0.30027270000000006,9900.0,13,0,1,0,4.0
0.678155051,30,0,0.365853659,2500.0,6,0,0,0,0.0
0.239486518,71,0,0.456933569,11876.0,33,0,1,0,0.0
0.027317986000000002,58,0,0.013900245,3668.0,3,0,0,0,0.0
0.953046953,31,2,0.10203378099999999,2900.0,3,0,0,0,0.0
0.58213892,52,0,0.314223815,12000.0,8,0,2,0,2.0
0.138134643,63,1,0.15977387699999998,3360.0,6,0,0,0,0.0
0.081523138,55,0,4.0943113769999995,667.0,8,0,2,0,0.0
0.9999998999999999,40,0,43.0,,1,2,0,0,3.0
0.252016811,37,0,0.338627915,8876.0,6,0,2,0,3.0
0.005765856,34,0,0.219111555,7000.0,6,0,2,0,0.0
0.8914545190000001,51,3,0.129481402,14866.0,7,0,0,0,3.0
0.12310746300000001,77,0,0.26238738699999997,3551.0,12,0,0,0,0.0
0.003529352,78,1,1391.0,,6,1,1,1,0.0
0.9999998999999999,66,0,0.261018191,8190.0,3,0,1,0,0.0
0.100142025,52,0,0.242388575,12743.0,7,0,2,0,3.0
0.536649864,36,0,3016.0,,8,0,2,0,0.0
0.167902868,57,1,0.487565445,4583.0,12,0,1,0,0.0
0.030942725,37,0,0.188533058,1935.0,4,0,0,0,0.0
0.0122781,71,0,0.0063241109999999994,3794.0,3,0,0,0,0.0
0.076896155,62,0,1529.0,,6,0,1,0,0.0
0.062154456,71,0,0.275295244,6265.0,8,0,2,0,0.0
0.936531734,36,1,0.163830716,4583.0,4,3,0,0,0.0
0.9999998999999999,54,1,0.168186618,10416.0,7,0,1,1,0.0
0.36524665100000003,29,0,0.172406132,4500.0,8,0,0,0,3.0
0.069883271,61,0,0.135807284,33333.0,13,0,2,0,0.0
0.05948268,56,0,0.22558361100000002,12593.0,13,0,1,0,4.0
0.9999998999999999,75,1,0.571857411,2664.0,9,0,2,0,0.0
0.067643815,64,0,0.254976475,5525.0,12,0,1,0,0.0
